study_hours,attendance,previous_score,assignment_score,internal_marks,sleep_hours,participation,parental_support,extracurricular,final_score
4.8,74.8,66.8,71.3,15.8,5.3,8,3,1,82.1
5.4,93.0,78.8,54.0,17.4,5.8,8,1,1,85.0
6.1,86.0,57.2,50.3,12.8,5.9,8,2,1,74.0
4.5,65.5,87.2,59.6,16.2,6.0,6,2,1,78.6
1.8,96.4,95.5,88.6,22.3,6.3,6,1,1,85.3
5.1,84.1,67.5,46.3,13.9,7.1,6,2,1,72.1
2.8,88.1,85.5,82.1,17.0,7.8,6,1,1,81.5
7.7,88.0,53.2,57.7,14.9,8.0,8,1,1,78.8
4.2,82.4,83.1,66.7,14.4,5.9,8,2,1,79.9
4.7,96.3,82.7,59.7,15.1,5.9,8,2,0,81.6
10.0,95.3,80.1,70.6,17.9,8.2,9,1,0,100.0
6.1,85.6,67.8,51.7,16.1,7.5,3,1,1,72.5
5.1,87.5,30.0,51.2,9.6,6.9,6,1,1,58.2
3.8,87.0,59.0,46.2,13.2,7.3,4,2,0,60.1
1.9,87.8,59.2,53.4,18.8,6.8,6,2,0,69.1
3.7,86.1,54.3,47.1,12.5,7.4,5,1,1,62.9
2.4,84.4,69.7,50.1,15.2,6.4,7,1,1,67.2
9.3,90.5,62.1,62.4,13.0,7.1,7,2,0,87.4
5.1,93.4,56.5,59.1,13.7,5.1,8,3,0,68.8
7.6,89.1,53.2,61.7,14.2,6.0,5,2,1,74.2
2.9,96.9,58.0,42.4,16.0,6.1,8,3,1,69.2
2.6,84.3,83.7,72.7,15.2,6.4,7,1,0,77.2
5.8,94.8,58.7,76.3,13.4,5.8,4,3,1,77.0
2.4,87.5,60.8,51.3,15.0,6.2,5,2,1,67.8
3.2,87.2,61.6,70.3,15.4,5.1,6,3,1,69.0
9.5,93.5,72.7,60.1,16.6,7.4,9,2,1,88.4
3.3,93.5,74.4,52.0,17.6,6.7,8,2,1,77.2
1.6,96.5,30.0,41.5,8.0,4.9,4,2,0,41.2
1.2,91.8,82.3,74.3,21.0,5.9,7,2,0,81.5
1.5,93.2,88.1,62.3,20.9,7.2,10,3,0,83.3
7.8,92.9,53.3,48.4,10.3,6.2,6,2,0,68.5
3.0,97.9,54.4,60.1,10.8,6.0,6,3,0,63.3
10.0,92.6,61.7,57.0,12.5,6.7,7,2,0,82.3
8.8,90.0,57.4,58.9,15.1,7.2,7,2,1,81.0
10.0,82.5,71.1,59.9,13.7,5.2,6,1,1,82.2
7.0,85.0,40.7,48.9,10.0,7.4,6,3,1,63.4
5.6,79.7,52.3,45.2,13.6,5.9,5,2,1,67.3
2.5,87.7,89.5,69.8,19.1,6.8,8,2,0,82.6
4.1,70.7,55.0,39.6,13.6,6.8,5,2,0,65.3
5.9,94.8,85.4,78.6,16.5,6.2,8,2,0,89.9
6.7,83.2,73.0,54.0,17.7,5.7,5,3,1,79.2
2.0,85.6,42.7,55.2,9.6,6.5,4,1,0,57.8
3.7,69.7,76.9,54.7,16.4,8.6,7,2,1,73.4
3.9,93.4,66.4,60.9,15.6,5.3,7,1,1,75.2
3.8,91.1,61.6,52.5,14.5,8.7,7,3,0,71.4
2.2,87.9,71.4,51.7,16.0,6.5,6,1,0,68.1
10.0,88.5,74.6,47.5,15.4,6.8,8,1,1,88.5
3.6,93.4,77.9,56.0,16.6,5.6,6,2,1,71.9
2.3,61.5,84.5,54.8,18.3,6.0,5,2,1,71.0
10.0,85.9,73.7,61.9,14.0,6.2,8,2,0,83.7
8.8,94.2,48.7,59.7,11.3,5.6,8,1,1,74.7
4.5,74.5,61.4,47.5,15.1,6.6,5,3,0,63.7
1.2,75.7,100.0,61.8,18.5,6.4,10,3,1,82.2
3.1,92.5,78.1,52.7,19.5,8.8,7,2,1,79.1
1.4,79.5,100.0,73.9,23.6,5.5,5,2,1,86.1
5.4,90.3,87.5,78.9,16.5,6.9,8,2,1,89.9
3.0,77.5,71.4,66.7,18.7,7.1,5,1,1,70.6
4.1,89.5,72.2,66.4,15.9,5.6,7,2,0,74.8
9.7,82.4,67.5,61.4,16.5,7.6,6,2,0,88.8
2.9,89.6,43.7,61.5,10.0,6.4,6,2,0,60.5
5.3,78.0,68.3,58.0,17.4,4.1,5,2,1,68.7
6.2,92.5,84.9,72.5,19.4,7.5,9,3,1,89.5
7.7,76.6,59.6,48.4,12.5,5.6,4,2,0,66.0
3.9,87.4,73.8,49.8,14.1,5.6,5,2,1,72.4
3.7,82.8,79.9,56.6,14.6,7.6,7,1,0,75.4
3.6,95.8,55.3,55.0,13.5,6.4,9,2,0,65.0
5.0,90.1,61.7,56.6,15.5,7.8,6,2,0,73.2
8.6,84.0,53.7,66.0,14.4,8.1,7,2,1,86.0
3.5,98.0,56.5,56.9,13.1,6.1,8,3,1,71.1
1.0,79.8,50.0,57.1,9.7,7.7,7,3,1,58.7
6.5,88.9,55.4,49.5,11.9,6.0,6,2,1,72.5
4.3,80.1,87.9,62.3,21.3,9.3,5,2,0,80.0
5.4,79.2,55.2,39.2,12.2,6.0,2,3,1,60.3
1.5,72.7,69.8,48.4,15.9,7.9,5,2,0,60.9
3.0,98.7,61.0,62.8,12.0,7.7,9,1,1,68.8
6.2,87.5,84.5,65.6,19.2,7.1,5,2,1,90.2
1.8,79.6,86.4,71.5,17.7,6.1,8,1,1,77.9
5.3,88.8,80.1,65.5,19.8,6.6,5,3,1,76.5
4.0,87.0,72.3,57.1,17.8,4.4,7,2,1,70.0
2.6,96.5,64.8,76.7,13.8,7.0,8,2,0,65.6
2.5,72.4,51.3,45.1,12.1,7.2,4,1,1,52.6
2.2,83.6,95.2,78.5,19.1,6.9,7,2,0,84.0
4.3,84.2,57.4,49.1,10.7,4.0,5,3,0,59.6
4.5,93.3,77.3,69.9,15.4,5.4,8,1,1,76.2
3.3,68.9,82.8,66.4,18.5,6.0,6,2,1,78.8
2.1,90.6,60.2,57.3,14.6,7.1,6,3,0,67.6
5.2,97.5,82.5,49.0,18.4,7.1,10,2,1,81.5
6.6,74.7,78.7,59.1,16.9,6.6,7,2,1,77.2
5.7,96.6,92.2,81.8,21.7,7.5,7,2,1,97.7
10.0,98.5,61.4,62.9,14.7,5.7,7,2,1,93.2
3.7,85.2,50.0,52.9,13.6,7.5,6,1,1,67.3
8.2,97.0,60.9,44.2,10.8,7.3,7,1,0,74.4
2.8,94.2,70.9,55.8,8.1,7.2,10,2,1,63.8
2.5,91.4,68.8,63.0,16.1,6.6,7,3,1,76.3
4.4,93.5,62.5,60.9,11.6,8.8,3,1,1,64.2
9.1,73.7,41.3,51.5,10.5,7.3,4,1,1,62.5
3.5,79.9,74.6,57.6,16.0,5.7,3,2,0,61.4
1.5,93.1,95.6,75.6,23.5,7.1,7,3,0,89.1
6.5,77.7,74.5,58.1,17.5,7.6,3,2,0,75.3
3.9,80.9,76.5,52.0,17.3,6.2,5,3,1,74.7
4.8,82.5,76.0,42.1,18.6,8.0,4,1,0,64.4
2.6,93.5,73.6,66.0,17.1,7.2,7,3,0,76.8
4.4,95.3,81.0,67.9,16.9,4.2,7,2,1,72.4
1.6,91.2,73.5,56.9,18.5,7.1,7,2,1,76.2
10.0,65.4,63.6,36.3,12.7,6.4,5,2,1,74.6
7.2,88.6,56.9,58.6,14.2,7.4,4,3,1,74.6
4.3,87.2,64.5,54.4,11.7,7.8,7,1,0,67.5
6.4,98.6,72.4,68.1,16.8,7.0,10,1,0,82.9
2.8,90.3,63.6,72.0,15.0,8.6,7,2,1,72.4
7.0,91.0,72.4,44.1,19.7,6.6,6,3,1,86.8
3.4,87.4,74.1,55.3,13.4,7.5,4,3,1,59.4
3.3,94.8,79.7,64.1,16.3,7.7,6,2,0,75.1
2.3,90.9,86.0,79.0,20.2,6.7,8,2,0,84.3
5.2,87.1,69.1,45.4,16.4,7.7,8,1,1,73.5
4.2,92.1,49.7,66.9,12.5,6.1,6,3,1,73.1
8.3,88.5,63.2,57.4,12.9,6.3,8,3,1,77.8
2.1,98.0,68.6,61.0,14.3,5.4,8,2,1,68.0
5.2,91.7,42.3,46.3,13.4,7.1,7,2,1,58.6
7.5,86.1,87.4,63.0,19.0,7.2,6,3,1,97.0
10.0,92.0,70.0,68.9,16.9,8.1,7,3,1,93.3
4.6,82.3,73.3,50.4,16.2,7.7,5,2,1,71.3
3.4,85.2,87.1,68.8,16.5,6.5,7,2,1,80.0
4.5,94.3,59.2,53.3,15.7,5.5,7,2,1,73.6
8.0,92.0,76.0,57.1,18.1,7.3,9,2,1,91.2
8.0,87.0,66.5,78.0,20.0,8.0,4,2,0,96.7
3.8,76.9,65.4,57.0,12.9,7.6,7,2,1,68.5
7.9,89.9,57.2,59.0,15.3,8.0,8,2,1,79.3
4.1,86.5,91.3,77.4,17.0,6.6,8,2,0,83.7
6.4,82.7,62.7,42.9,14.9,6.3,7,2,1,71.4
5.5,97.0,77.8,79.6,19.2,6.0,8,2,0,85.1
3.3,74.5,41.7,30.0,8.0,6.7,7,3,1,48.7
2.3,82.2,84.5,57.8,17.9,6.7,5,2,1,76.3
7.6,96.5,82.7,63.9,17.1,7.0,5,1,0,84.9
8.7,81.8,69.4,61.7,14.5,6.7,6,2,1,80.2
5.1,78.8,64.8,55.7,15.7,6.7,3,3,1,75.9
4.1,82.7,73.6,57.8,18.7,5.9,8,3,1,74.9
1.9,94.9,100.0,74.8,20.8,7.8,10,2,1,83.8
7.5,89.5,43.3,39.9,11.6,6.9,5,3,1,62.7
4.8,83.5,78.9,49.8,17.7,6.6,6,1,1,71.1
3.5,87.6,55.2,58.2,13.1,6.0,6,3,1,67.5
6.5,95.1,67.7,66.0,13.3,5.3,7,1,0,75.4
1.7,81.5,64.5,67.4,16.9,8.2,6,1,1,66.5
2.2,81.4,62.0,47.2,14.9,7.4,7,2,0,65.8
2.7,91.2,67.9,64.8,16.1,5.0,6,2,1,68.4
5.4,84.9,52.1,47.9,11.0,7.6,7,2,1,66.9
4.5,79.2,82.4,71.6,17.1,7.8,7,3,0,86.7
5.8,85.6,42.9,54.4,10.7,6.9,5,3,1,62.2
7.3,77.4,75.6,60.1,13.9,8.6,8,2,0,82.3
5.9,90.7,63.4,54.4,11.3,7.0,4,2,1,68.5
10.0,89.8,51.6,59.2,11.6,5.2,6,1,1,79.2
7.2,97.4,70.8,67.7,17.1,7.2,8,1,1,81.9
3.8,93.2,46.2,44.7,10.2,7.1,5,2,1,52.0
3.0,81.2,68.6,45.8,13.5,6.1,7,1,1,62.5
3.9,77.1,48.1,43.6,10.2,7.4,6,2,1,52.9
6.0,78.2,74.5,70.3,15.8,5.0,5,2,1,76.4
3.2,84.8,55.1,60.7,12.4,7.9,6,1,0,60.7
6.1,93.7,61.7,48.4,18.7,5.8,6,2,1,80.2
5.7,98.2,72.1,54.0,18.4,5.7,6,1,1,78.9
2.3,86.6,57.2,63.2,15.5,6.7,9,2,0,65.0
7.2,78.3,67.2,45.8,17.8,7.3,5,3,0,76.3
5.0,91.4,46.8,53.9,9.7,7.0,7,2,0,59.6
10.0,93.9,76.8,59.2,14.9,6.0,6,1,1,85.8
4.1,96.7,92.7,85.1,17.7,6.2,6,2,0,83.4
3.5,85.4,100.0,65.7,23.8,5.6,7,1,1,89.8
2.1,66.1,69.3,61.2,14.5,6.6,6,2,1,62.1
2.1,62.4,79.0,56.7,14.8,8.0,7,2,1,69.2
6.7,78.2,43.1,46.0,10.2,6.8,8,2,0,57.7
9.5,86.8,89.0,51.6,19.0,7.7,10,3,1,96.5
3.9,95.9,78.9,48.1,17.9,8.4,8,2,1,84.6
3.7,83.7,61.2,52.1,14.7,6.2,5,1,1,61.9
4.3,95.3,85.3,70.4,16.9,6.6,8,2,1,84.5
7.4,92.0,64.4,49.0,16.3,9.2,6,3,0,75.6
2.3,82.7,61.6,45.1,12.9,8.4,7,1,1,55.3
4.7,92.3,74.7,67.2,16.4,5.0,5,2,1,82.5
6.8,89.2,53.1,56.5,14.3,7.2,10,2,0,76.4
5.4,94.8,82.3,65.8,16.8,6.8,8,2,0,85.3
1.0,88.2,53.2,58.0,11.5,7.7,3,3,0,49.2
5.9,91.2,53.3,43.3,14.1,6.0,5,2,0,68.1
5.4,71.6,55.3,44.6,11.5,5.9,6,2,0,64.5
8.2,94.7,78.6,78.4,16.8,6.1,9,3,1,99.9
9.1,88.9,59.4,55.3,15.3,6.2,4,2,1,82.2
8.0,92.3,49.1,52.2,16.3,7.7,7,2,1,74.4
4.3,79.7,59.5,70.3,15.1,5.5,3,2,1,69.5
1.4,95.0,67.6,49.2,16.2,6.1,7,2,1,69.2
10.0,75.0,51.5,53.2,13.8,4.8,7,3,1,71.5
3.7,84.8,51.9,63.4,10.4,7.9,5,2,1,57.9
4.2,95.5,97.6,71.4,21.0,8.2,5,2,1,93.6
9.4,94.3,56.0,61.8,13.5,6.4,7,3,1,86.7
2.6,78.5,63.5,45.4,15.2,6.5,5,2,1,57.3
1.8,84.1,62.9,49.3,14.6,7.3,7,1,0,63.3
3.2,90.6,62.1,59.6,15.1,8.4,5,2,1,68.8
2.7,97.4,76.7,71.6,16.3,7.2,6,3,1,81.1
1.6,94.9,81.3,75.4,17.8,6.0,4,3,1,75.6
3.9,91.8,63.7,70.1,12.2,5.0,7,2,0,71.1
4.3,88.6,50.7,50.2,11.7,5.6,6,1,1,63.5
1.6,73.9,85.8,71.4,21.3,6.9,4,3,0,76.0
3.4,71.9,66.7,49.9,15.8,6.1,6,2,0,65.4
2.6,82.8,92.2,74.8,19.7,7.0,8,3,0,83.0
1.1,83.6,36.6,44.5,13.4,6.2,5,2,1,55.2
4.4,82.7,70.7,61.4,13.2,5.6,7,1,1,70.1
4.6,77.3,94.9,70.4,18.1,5.5,7,2,0,81.2
2.6,67.8,63.1,36.9,17.9,8.5,3,2,1,57.4
7.1,78.0,64.8,44.7,15.1,7.8,9,2,0,75.7
4.2,99.5,72.1,64.6,15.7,8.7,6,3,0,80.5
2.7,91.9,60.2,42.5,11.6,7.4,7,2,1,56.7
1.5,71.7,63.6,57.9,15.4,6.3,7,3,0,69.1
4.8,96.7,63.3,65.9,15.7,8.3,7,2,1,78.4
5.4,78.0,59.2,53.8,11.7,6.8,7,3,0,69.0
3.1,75.2,85.2,53.1,18.2,7.0,7,3,0,75.4
4.5,63.9,74.5,64.7,16.0,6.8,3,2,1,70.9
9.1,96.0,71.5,78.7,16.8,4.0,6,2,1,89.7
6.6,93.5,79.3,66.3,15.4,8.6,6,2,0,86.9
1.0,88.9,64.3,61.0,17.1,7.3,6,2,1,66.8
2.7,95.4,57.2,57.4,15.3,7.2,5,2,1,69.0
3.8,81.4,59.6,56.7,13.2,6.7,8,3,1,67.1
4.3,83.9,68.0,56.1,15.0,7.0,9,3,0,74.7
4.5,90.4,53.2,52.1,12.5,6.1,8,2,1,64.4
5.2,90.9,61.0,63.3,12.7,7.5,8,2,1,77.5
3.9,83.5,60.8,72.4,13.3,5.4,5,2,0,64.8
4.2,96.3,97.7,63.1,20.3,7.0,7,2,1,88.9
6.7,81.6,30.0,38.4,12.0,7.4,4,2,1,56.4
4.8,97.4,65.5,50.7,16.9,6.6,8,3,1,77.0
2.0,94.3,92.2,83.9,21.6,7.2,8,2,1,91.9
4.4,94.5,69.7,56.4,16.5,5.7,7,1,1,74.0
3.8,69.5,78.5,45.7,15.1,5.7,8,3,1,75.3
1.1,79.5,69.4,61.4,15.5,7.1,7,2,1,63.3
4.5,78.8,58.7,65.2,15.7,7.5,4,3,1,71.4
2.2,83.3,36.6,48.0,8.0,4.7,4,1,1,40.8
6.8,89.4,70.9,61.7,17.4,7.4,8,1,0,83.9
5.2,78.1,57.1,53.6,18.2,6.2,7,3,0,73.5
1.9,76.9,56.8,61.1,15.4,6.6,6,1,1,61.2
6.6,83.1,61.0,46.6,17.1,5.3,9,3,0,80.5
8.3,79.4,92.4,65.7,20.5,5.9,9,3,1,96.6
3.6,88.7,100.0,69.3,23.1,7.9,8,2,1,94.9
3.8,62.6,71.0,42.3,14.5,6.8,4,1,1,58.5
6.3,92.5,61.5,54.2,16.0,6.4,5,2,1,76.3
7.9,90.5,51.5,60.5,14.0,6.7,5,3,1,73.2
1.3,86.4,74.6,65.3,17.1,7.3,8,2,0,69.4
2.1,90.8,93.0,75.6,22.5,7.3,10,2,1,89.9
3.2,92.9,64.5,59.5,13.7,6.7,7,2,0,74.4
3.4,91.4,34.7,48.6,9.0,8.0,7,1,1,53.0
6.2,94.6,77.4,58.2,17.4,7.9,7,3,0,90.0
8.0,86.1,81.8,61.5,16.1,7.3,8,3,0,89.5
8.3,85.9,45.8,49.2,12.1,6.9,7,3,1,71.3
1.3,79.5,70.5,59.0,12.3,7.5,3,2,0,63.4
2.5,60.5,74.3,55.1,18.6,7.1,5,3,1,70.3
1.9,95.5,67.0,59.1,15.2,8.0,8,1,1,66.8
2.9,80.3,56.9,47.9,12.3,7.8,6,2,0,60.1
2.5,94.2,82.2,91.9,16.3,5.7,5,2,0,79.1
5.2,84.0,62.4,61.8,14.0,5.6,2,3,1,63.3
5.5,95.0,47.2,54.5,13.1,6.0,6,3,1,72.3
4.1,81.4,39.3,41.5,11.4,7.9,5,3,1,59.3
3.9,92.1,85.7,64.0,17.2,5.1,6,3,0,85.9
3.3,87.2,76.6,60.9,15.3,7.2,7,3,1,76.8
3.5,82.9,69.2,59.6,16.9,7.2,7,1,1,71.4
9.0,82.6,61.8,38.8,13.1,8.1,7,3,1,79.6
5.9,76.6,60.6,38.8,14.3,7.0,2,2,0,65.9
3.4,86.9,52.9,46.1,12.9,5.3,4,2,1,63.7
3.9,91.4,62.0,58.3,15.0,5.7,6,1,0,67.9
5.2,98.3,38.3,46.3,11.9,5.5,7,2,0,60.9
1.9,81.2,57.7,63.4,11.0,6.2,7,2,1,58.1
4.5,76.2,63.6,40.8,10.9,6.6,6,2,1,63.2
5.8,71.0,76.5,50.8,15.9,5.5,5,2,1,68.5
5.4,75.0,67.4,66.1,19.0,8.4,5,3,1,81.9
2.5,86.6,79.1,63.9,21.4,5.3,6,3,1,81.6
2.8,84.0,86.9,72.6,22.4,8.3,8,2,1,88.5
1.0,89.1,82.8,81.7,17.6,8.1,6,2,1,77.6
6.1,75.3,74.6,51.7,13.2,7.8,7,1,1,77.7
10.0,89.7,68.2,58.2,11.1,6.0,7,2,0,85.0
2.3,89.2,54.3,50.4,11.7,7.2,6,1,0,54.8
7.2,79.7,78.4,44.7,17.1,5.4,5,3,1,78.0
10.0,81.0,91.5,64.2,22.6,7.8,5,2,1,97.8
3.1,64.7,72.8,60.2,18.0,6.7,4,1,0,68.7
3.9,94.7,94.8,76.8,20.7,6.3,7,2,1,88.4
4.7,82.1,46.6,51.8,9.8,5.5,2,2,1,59.0
5.3,89.8,51.8,48.6,10.7,4.1,6,2,1,65.4
4.9,84.5,80.0,57.4,18.2,5.7,8,1,0,76.4
3.3,89.0,71.7,70.5,17.5,8.0,7,3,0,77.4
5.7,93.3,86.4,64.3,19.6,6.4,7,2,1,89.4
3.3,86.6,67.8,60.1,13.3,6.6,6,1,1,70.2
5.1,89.8,55.8,54.7,14.6,7.5,5,1,0,72.5
4.0,94.3,65.0,70.6,15.8,8.8,7,2,0,70.3
1.2,88.0,46.5,56.4,9.3,8.3,8,1,1,52.0
7.8,80.6,52.2,38.5,11.2,5.7,7,1,0,64.1
2.9,76.6,81.6,51.3,19.2,4.7,7,2,1,68.6
8.2,85.4,80.2,67.6,17.4,9.4,6,2,1,88.2
7.1,76.6,73.1,56.5,19.7,9.3,7,1,0,83.6
4.7,91.3,43.9,44.9,12.1,7.0,3,2,0,57.1
5.4,63.8,63.0,56.6,13.6,5.4,5,2,1,61.1
5.8,79.5,50.9,49.4,12.4,7.9,6,1,0,72.2
3.7,89.6,84.5,66.7,18.5,6.7,8,2,1,84.3
3.8,88.0,59.8,60.9,12.5,6.7,7,1,1,67.0
5.6,89.8,52.8,49.0,11.0,7.8,7,1,1,61.6
4.1,70.7,68.4,65.6,16.9,7.2,5,2,0,72.0
3.3,90.7,59.0,48.8,15.5,5.5,7,1,0,64.1
2.6,77.5,88.8,69.6,20.3,6.4,5,1,1,72.9
5.1,90.6,57.7,66.0,16.7,7.5,5,2,1,71.6
2.8,82.6,48.4,36.8,10.8,7.4,6,3,0,56.1
6.5,79.8,37.9,39.4,13.5,7.1,5,2,1,67.7
6.7,86.8,67.6,66.9,13.7,7.8,4,3,1,79.4
5.4,91.9,60.1,65.3,12.1,6.4,7,3,1,77.7
6.0,83.3,48.0,46.5,8.4,7.0,7,3,0,61.0
5.4,73.1,84.6,55.2,17.6,4.0,6,3,1,77.4
6.3,87.3,77.3,69.9,16.2,6.3,10,2,1,90.6
6.1,85.0,67.6,66.7,16.5,7.6,5,2,1,84.4
5.0,85.1,87.1,56.7,19.4,6.4,6,1,1,86.7
7.1,99.4,77.3,56.5,14.9,6.3,7,2,0,80.0
3.8,89.7,56.5,55.5,12.6,5.7,6,3,0,64.9
2.6,90.8,53.5,57.7,12.0,7.9,6,2,0,61.5
2.5,63.1,79.5,53.3,13.9,7.4,3,2,1,61.6
3.4,94.8,73.5,68.4,14.4,7.7,6,2,1,76.1
1.1,80.8,70.4,51.5,14.2,4.9,6,2,0,62.0
4.6,91.7,56.1,37.2,16.2,6.6,8,2,0,71.3
5.8,81.7,76.5,56.8,17.4,6.5,10,2,0,87.5
6.7,71.1,57.4,48.7,15.0,6.5,7,2,0,69.1
1.4,83.8,66.6,54.2,12.1,6.1,5,2,1,55.4
2.6,79.8,88.3,55.6,21.4,6.4,6,3,0,80.6
6.3,82.8,58.7,38.0,16.5,7.7,6,3,0,77.4
3.7,88.3,46.0,44.4,8.0,4.7,8,1,1,51.3
5.8,95.0,53.3,61.1,11.5,8.8,6,3,1,73.6
1.9,79.2,81.9,71.9,18.8,7.3,4,2,1,77.1
8.1,94.2,71.6,71.4,17.6,6.8,6,2,0,89.3
1.8,97.9,66.2,54.1,13.6,7.8,8,2,0,66.2
1.0,72.9,60.9,41.1,13.4,5.2,7,2,1,51.2
4.6,78.5,74.8,62.4,15.5,6.1,6,1,0,65.6
4.6,90.8,56.1,58.9,13.5,6.7,7,2,0,65.3
3.1,87.9,72.3,63.4,18.6,8.3,3,2,1,72.5
5.3,92.9,57.8,39.2,12.1,6.7,7,2,1,70.1
5.4,81.0,55.4,43.5,15.2,7.3,7,2,0,67.0
5.1,92.0,59.1,55.3,12.3,6.2,5,2,0,65.8
3.0,92.8,62.7,61.3,12.7,7.3,5,2,1,63.5
2.7,81.2,67.3,62.0,16.9,8.6,3,3,0,70.3
3.2,95.2,71.3,63.2,17.8,7.9,9,2,1,83.2
2.5,81.0,30.0,41.7,10.2,6.7,4,1,1,48.2
7.3,96.2,56.7,56.5,10.9,7.5,7,2,1,76.1
3.4,91.8,62.5,62.5,13.5,7.4,7,2,1,65.1
4.5,97.2,89.1,73.2,20.9,7.4,10,2,0,91.6
6.3,92.3,52.9,53.4,12.9,8.0,6,1,0,74.7
2.4,77.2,70.3,53.8,13.6,8.0,5,2,1,67.1
1.7,98.8,88.9,71.8,20.0,6.7,8,3,1,80.6
2.5,91.5,49.6,55.0,10.6,7.5,8,2,1,59.7
4.8,95.7,73.5,65.4,20.1,6.4,7,2,1,86.0
4.6,73.0,56.8,51.6,16.5,5.8,4,3,1,64.6
5.1,75.1,60.9,61.8,15.4,6.5,3,3,1,63.0
3.9,91.4,56.8,56.5,16.1,6.7,4,2,1,68.8
1.0,67.9,57.8,42.2,13.6,5.0,6,2,1,49.2
3.8,91.4,100.0,80.9,22.7,7.7,7,3,1,94.0
6.8,81.1,79.8,50.5,20.7,4.0,6,2,0,80.2
7.7,93.0,83.4,58.2,18.9,9.5,6,1,1,88.7
4.3,88.6,74.9,64.3,16.2,8.5,7,2,1,78.2
4.6,90.5,45.5,53.1,8.0,6.5,6,2,0,54.9
5.7,73.3,73.5,46.2,16.3,6.8,5,3,1,73.4
7.6,97.8,83.0,65.1,20.0,7.1,9,1,1,89.2
4.1,98.1,56.1,51.3,15.2,6.2,9,1,1,71.6
5.7,85.8,81.5,59.8,19.0,7.0,4,3,0,73.7
3.0,91.8,77.9,71.5,16.1,6.6,7,3,1,78.2
1.9,77.9,93.9,72.4,16.0,6.7,6,2,0,78.5
3.2,88.6,62.2,55.7,13.4,7.0,6,2,1,62.8
8.5,85.6,52.6,46.3,12.3,5.4,6,2,0,72.8
5.7,72.0,62.9,40.2,14.0,6.8,5,2,1,69.6
2.0,86.1,88.1,78.1,20.2,7.0,7,3,1,74.0
5.9,87.7,42.4,51.4,14.9,6.9,7,1,0,65.8
2.1,81.1,39.0,37.4,10.4,6.6,6,1,1,38.0
5.1,86.8,69.3,64.3,15.3,8.1,5,1,1,74.1
2.4,96.0,61.8,57.5,13.7,6.4,6,2,0,65.2
1.9,94.1,68.1,58.0,15.6,7.1,5,1,0,57.7
9.2,82.3,81.2,65.9,16.4,8.2,5,1,0,93.5
3.4,85.3,60.3,48.1,14.3,6.7,9,3,0,68.4
5.7,90.2,41.8,44.5,11.7,7.0,5,1,1,57.8
4.2,93.5,96.6,73.9,21.0,6.7,6,3,1,97.4
2.2,91.1,54.0,49.0,13.7,8.2,7,2,0,54.9
3.6,91.1,53.2,58.0,13.6,6.5,6,2,1,61.9
2.2,81.3,83.5,78.1,14.6,8.2,6,1,1,66.2
10.0,94.3,62.6,51.8,16.0,6.7,9,1,0,91.7
6.2,99.3,67.1,48.2,14.0,5.9,8,2,0,77.3
4.2,90.7,74.8,46.2,14.5,7.5,6,2,0,72.8
5.5,86.0,83.2,63.3,16.0,6.5,6,3,1,83.9
6.0,72.5,63.3,46.0,15.6,7.5,5,3,1,72.9
6.0,88.6,89.3,69.8,18.9,4.0,8,2,1,88.5
5.9,71.6,38.1,40.8,8.0,6.8,4,2,0,52.0
5.6,88.6,78.6,50.5,18.4,6.3,4,3,1,80.9
4.4,73.0,56.2,33.8,10.5,5.6,5,2,1,53.3
